,name,market,sectorCode,sectorName,industryCode,industryName,tradingDate,marketCap,close,volume,amount,returnOn1Day,returnOn1Week,returnOn1Month,returnOn3Months,returnOn6Months,returnOn1Year,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyTwoWeekHighPct,fiftyTwoWeekLowPct,shares,sharesOutstanding,sharesPreferred,sharesFloating,sharesFloatingRate,foreignSharesHolding,foreignRate,foreignSharesLimit,foreignRateByLimit,numbersDate,trailingRevenue,trailingProfit,trailingNetProfit,trailingProfitRate,trailingEps,trailingPs,trailingPe,trailingPeg,yoyRevenue,yoyProfit,yoyNetProfit,yoyProfitRate,yoyEps,fiscalMonth,ifrsType,fiscalRevenue,fiscalRevenueGrowth,fiscalProfit,fiscalProfitGrowth,fiscalProfitRate,fiscalProfitRateGrowth,fiscalNetProfit,fiscalNetProfitGrowth,fiscalAsset,fiscalAssetGrowth,fiscalCapital,fiscalDebt,fiscalDebtGrowth,fiscalDebtRatio,fiscalRetentionRate,fiscalDividendYield,fiscalPayoutRatio,fiscalPayoutRatioGrowth,returnOnAsset,returnOnEquity,fiscalEps,fiscalEpsGrowth,fiscalPe,fiscalPriceToBook,fiscalDps,fiscalDpsGrowth,estimation,estimatedMonth,targetPrice,targetPricePct,nOfEstimations,estimatedRevenue,estimatedRevenueGrowth,estimatedProfit,estimatedProfitRate,estimatedProfitGrowth,estimatedProfitRateGrowth,estimatedNetProfit,estimatedNetProfitGrowth,estimatedAsset,estimatedAssetGrowth,estimatedDebt,estimatedDebtGrowth,estimatedEps,estimatedEpsGrowth,estimatedPe,forwardEps,forwardPe,forwardPeg,estimatedDps,estimatedDpsGrowth,estimatedPayoutRatio,estimatedPayoutRatioGrowth,wicsDate,groupByMarketCap,industryNameKrx,industryPe,products,ipo,beta
005930,삼성전자,kospi,G45,IT,WI620,반도체,20260825,1502493602256000,257000,21595092,5439748916750,0.0,-4.28,3.01,-14.05,33.16,259.44,360500,57200,-28.71,349.3,5846278608,5846278608,802371203,4435098632,75.86,2732498187,46.75,5846278608,46.75,20260610,3883388,941487,842091,24.24,12373.0,3.87,20.77,0.04,69.16,756.1,474.31,405.92,489.63,2025/12,D,3336059,10.88,436011,33.23,13.07,20.13,452068,31.22,5669421,10.19,4363203,1306218,16.27,29.94,47912.58,1.39,21.84,-12.85,8.36,10.85,6563.25,32.61,46.09,4.73,1668.0,15.35,4.0,2026/12(E),426000.0,-39.67,25.0,6897282,106.75,3563998,51.67,717.41,295.33,2949476,552.44,8972272,58.26,1858442,42.28,43628.0,564.66,5.89,50249.17,5.11,0.16,5173.0,210.13,10.38,-52.47,20260821,kosdaq150,통신 및 방송 장비 제조업,42.27,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",19750611,1.267
000660,SK하이닉스,kospi,G45,IT,WI620,반도체,20260825,1225035696105000,1678000,4011738,6478025262000,0.42,0.96,-4.6,-18.23,76.45,546.63,2363000,235500,-28.99,612.53,730492365,712702365,0,531917423,74.63,371954680,50.91,730492365,50.91,20260610,1320839,773762,751856,58.58,103885.0,9.27,16.15,0.04,198.07,405.48,397.59,69.58,403.47,2025/12,D,971467,46.76,472063,101.16,48.59,37.07,429479,116.94,1761077,46.93,1206668,554409,20.68,45.95,3235.91,0.46,5.09,-37.16,29.02,44.15,58952.22,116.89,34.74,12.22,3000.0,36.12,4.0,2026/12(E),2657600.0,-36.86,25.0,3389309,248.89,2585850,76.29,447.78,57.01,2144539,399.34,4160697,136.26,829392,49.6,300818.0,410.25,5.58,355555.56,4.72,0.11,6770.0,125.67,2.3,-54.81,20260821,kosdaq150,반도체 제조업,42.27,"반도체,컴퓨터,통신기기 제조,도매",19961226,1.517
402340,SK스퀘어,kospi,G45,IT,WI620,반도체,20260825,139311741888000,1060000,506838,520749371500,-1.49,-6.61,-4.42,-10.25,82.76,632.04,1361000,129200,-22.12,720.43,131923998,131958386,0,89271720,67.65,61055795,46.28,131923998,46.28,20260609,170260,154216,155811,90.58,117869.0,8.18,8.99,0.02,318.8,400.47,419.43,19.5,424.6,2025/12,D,104556,77.76,87974,124.39,84.14,26.22,88187,141.58,305045,39.16,279832,25214,7.96,9.01,195508.51,,,,33.64,37.82,71292.13,143.06,17.8,5.65,,,4.0,2026/12(E),1291429.0,-17.92,7.0,72161,-30.98,402005,557.09,356.96,562.1,364421,313.24,572515,87.68,28002,11.06,275738.0,314.84,3.84,327061.86,3.24,0.06,1544.0,,0.56,,20260821,kosdaq150,기타 금융업,12.89,지주회사,20211129,1.582
009150,삼성전기,kospi,G45,IT,WI610,IT하드웨어,20260825,101060570688000,1362000,574356,745401691000,3.34,-5.42,2.71,-13.36,219.34,764.21,2127000,126900,-35.97,973.29,74693696,74693696,2906984,54931240,73.54,27924946,37.38,74693696,37.38,20260610,117848,9934,8421,8.43,10587.0,8.58,128.65,1.49,17.18,39.88,78.46,19.4,86.36,2025/12,D,113145,9.91,9133,24.26,8.07,13.03,7310,3.95,145959,14.1,97973,47986,27.06,48.98,2397.0,0.92,24.01,25.58,5.34,7.7,9099.16,3.96,198.37,14.46,2350.0,30.56,4.0,2026/12(E),1848600.0,-26.32,20.0,134088,18.51,15895,11.85,74.04,46.84,13169,80.15,164372,12.62,54118,12.78,16551.0,81.9,82.29,22372.34,60.88,0.68,2540.0,8.09,14.41,-39.98,20260821,kosdaq150,전자부품 제조업,42.27,"수동소자 (MLCC, Inductor, Chip Resistor 등), 모듈(카메라모듈, 통신모듈), 반도체패키지 기판",19790227,1.017
005380,현대차,kospi,G25,경기관련소비재,WI300,자동차,20260825,85998261720000,421000,570167,237324935000,1.69,-3.22,4.99,-38.9,-19.5,89.64,750000,199000,-43.87,111.56,204757766,204757766,60632342,134226006,65.55,51125128,24.97,204757766,24.97,20260610,1877856,103490,95675,5.51,32414.0,0.46,12.99,-0.53,3.45,-30.79,-23.57,-33.13,-24.35,2025/12,D,1862545,6.29,114679,-19.46,6.16,-24.23,103648,-21.66,3688448,8.55,1276482,2411966,9.87,188.95,7678.49,3.37,19.76,4.05,2.93,8.41,35328.64,-23.26,17.04,1.38,10000.0,-16.67,4.0,2026/12(E),791923.0,-46.84,26.0,1942663,4.3,120574,6.21,5.14,0.81,113415,9.42,3889777,5.46,2522539,4.58,39371.0,11.43,10.69,41317.78,10.19,0.03,11792.0,17.92,21.29,7.74,20260821,kosdaq150,자동차용 엔진 및 자동차 제조업,16.8,"자동차(승용차,버스,트럭,특장차),자동차부품,자동차전착도료 제조,차량정비사업",19740628,0.979
373220,LG에너지솔루션,kospi,G45,IT,WI630,IT가전,20260825,81666000000000,349500,205498,71998224500,-3.45,-0.43,6.07,-12.52,-11.74,-8.03,514000,288000,-32.0,21.35,234000000,234000000,0,47474137,20.29,12942894,5.53,234000000,5.53,20260609,235041,-8832,-10898,-3.76,-6851.0,3.47,-51.01,,-2.49,적자전환,적자전환,적자전환,적자지속,2025/12,D,236718,-7.6,-3007,적자지속,-1.27,적자지속,808,-76.14,671480,11.34,293217,378263,28.92,129.0,17178.25,,,,0.13,-5.19,,적자지속,,4.46,,,4.0,2026/12(E),576565.0,-39.38,23.0,303639,28.27,11872,3.91,흑자전환,흑자전환,2689,232.8,707901,5.42,415190,9.76,-1046.0,적자지속,-334.13,2352.7,148.55,-2.0,,,,,20260821,kosdaq150,일차전지 및 이차전지 제조업,42.27,"2차전지 (소형,ESS,자동차전지)",20220127,0.692
207940,삼성바이오로직스,kospi,G35,건강관리,WI410,건강관리,20260825,72908247825000,1585000,42457,66853704500,0.76,3.53,4.41,11.23,-7.69,4.56,1965000,1243000,-19.34,27.51,46290951,46290951,0,11802087,25.5,6118494,13.22,46290951,13.22,20260610,48145,22197,18781,46.1,32002.0,15.14,49.53,0.54,25.77,35.01,24.92,7.34,92.1,2025/12,D,45570,30.31,20692,56.59,45.41,20.16,17844,64.72,110607,-36.2,74511,36096,-43.88,48.44,8851.04,,,,12.57,19.44,26571.14,74.57,48.85,5.8,,,4.0,2026/12(E),2083500.0,-23.93,20.0,54273,19.1,25051,46.16,21.07,1.65,19656,10.15,141680,28.09,41832,15.89,42462.0,59.8,37.33,45495.97,34.84,0.15,,,,,20260821,kosdaq150,기초 의약물질 제조업,36.45,바이오의약품,20161110,0.461
028260,삼성물산,kospi,G20,산업재,WI250,"상사,자본재",20260825,59353334646000,367000,435281,157628238500,0.69,-0.54,7.31,-10.71,10.54,120.29,535000,158800,-31.4,131.11,162167581,162167581,1467590,99896097,61.6,50269393,31.0,162167581,31.0,20260610,414713,32887,40553,7.93,14925.0,1.43,24.59,1.34,7.49,-0.55,15.87,-7.53,18.38,2025/12,D,407422,-3.23,32927,10.37,8.08,13.96,39067,40.93,865327,39.59,574969,290358,17.4,50.5,272936.79,1.17,12.18,-26.98,5.26,6.02,14164.06,15.35,28.77,1.38,2800.0,7.69,4.0,2026/12(E),475769.0,-22.86,13.0,440295,8.07,36444,8.28,10.68,2.48,36656,-6.17,943648,9.05,310374,6.89,15933.0,12.48,23.03,16811.06,21.83,0.03,2992.0,6.86,13.87,13.88,20260821,kosdaq150,기타 전문 도매업,23.66,"도소매, 건설, 남자용 정장 제조업 등",20141218,1.174
105560,KB금융,kospi,G40,금융,WI500,은행,20260825,58310663469600,166400,719238,118938677250,2.02,-1.25,-2.97,5.79,-1.36,50.86,171600,105900,-3.03,57.13,354687734,354687734,0,289220277,81.54,281101125,79.25,354687734,79.25,20260610,288609,89523,60581,31.02,15831.0,2.02,10.51,0.61,-3.96,18.95,12.8,23.86,17.25,2025/12,D,291561,-4.38,85177,5.87,29.21,10.69,58407,16.15,7979230,5.29,608300,7370930,5.6,1211.73,2815.48,3.5,28.52,14.81,0.75,9.98,15112.86,18.98,10.19,0.96,4367.0,37.59,4.0,2026/12(E),203579.0,-18.26,19.0,295674,1.41,91023,30.78,6.86,5.37,64300,10.09,8453499,5.94,7818923,6.08,17615.0,16.53,9.45,18311.53,9.09,0.01,4691.0,7.42,27.83,-2.42,20260821,kosdaq150,기타 금융업,12.89,-,20081010,0.514
032830,삼성생명,kospi,G40,금융,WI520,보험,20260825,56900000000000,285000,361885,102627795000,-0.18,-8.21,-10.38,-18.1,22.84,102.13,480000,119700,-40.62,138.1,200000000,200000000,0,91444420,45.72,46344232,23.17,200000000,23.17,20260610,119171,31843,30143,26.72,14356.0,4.77,19.85,0.22,20.55,80.08,83.07,49.37,89.48,2025/12,D,113911,5.11,25805,3.23,22.65,-1.82,24515,8.46,3506857,12.32,648353,2858504,4.28,440.89,64734.67,3.36,43.24,8.59,0.74,4.66,11514.39,9.3,31.96,1.14,5300.0,17.78,3.6,2026/12(E),365700.0,-22.07,15.0,,,32393,,25.53,nan,29561,20.58,3856327,9.97,2932653,2.59,13984.0,21.45,20.38,16644.05,17.12,0.03,6585.0,24.25,44.55,3.03,20260821,kosdaq150,보험업,14.14,"생명보험,부동산 임대",20100512,0.933
012450,한화에어로스페이스,kospi,G20,산업재,WI250,"상사,자본재",20260825,56461924095000,1102000,107476,119043244000,-0.27,-3.84,12.56,-11.91,-10.84,22.04,1537000,779000,-28.3,41.46,51563401,51563401,0,32308116,62.66,23486020,45.56,51563401,45.56,20260610,269697,31982,25453,11.86,31540.0,2.09,34.94,0.12,4.86,20.57,187.75,15.01,293.46,2025/12,D,267029,137.57,30893,78.38,11.57,-24.92,22020,-13.3,539537,23.86,167882,371655,15.89,221.38,3490.57,0.74,16.39,161.82,4.52,19.14,28567.47,-38.15,36.09,5.48,7000.0,104.02,4.0,2026/12(E),1831667.0,-39.84,18.0,300417,12.5,42424,14.12,37.33,22.04,31856,44.67,574553,6.49,390883,5.17,41622.0,45.7,26.48,47665.28,23.12,0.12,8150.0,16.43,13.19,-19.52,20260821,kosdaq150,"항공기,우주선 및 부품 제조업",16.8,"항공기엔진,특수방산장비 제조/정비사업",19870527,0.386
000270,기아,kospi,G25,경기관련소비재,WI300,자동차,20260825,52120135233000,134900,574476,76247403250,2.59,-1.68,3.37,-19.22,-21.89,28.84,206000,95900,-34.51,40.67,390412998,390412998,0,235890137,60.42,153604707,39.34,390412998,39.34,20260610,1156252,82747,69918,7.16,17762.0,0.45,7.59,-0.34,5.3,-26.71,-23.51,-30.45,-22.04,2025/12,D,1141409,6.23,90781,-28.33,7.95,-32.57,75542,-22.72,989791,6.71,611905,377886,2.36,61.76,2768.26,5.58,35.14,32.9,7.88,12.92,19102.87,-21.72,8.36,1.02,6800.0,4.62,4.0,2026/12(E),227400.0,-40.68,25.0,1228110,7.6,101098,8.23,11.36,3.52,83112,10.02,1070052,8.11,400181,5.9,21312.0,11.52,6.33,22304.47,6.05,0.02,6792.0,-0.12,31.9,-9.22,20260821,kosdaq150,자동차용 엔진 및 자동차 제조업,16.8,"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비",19730721,0.832
034020,두산에너빌리티,kospi,G20,산업재,WI230,기계,20260825,51821396711400,80700,5507174,427196115450,10.55,3.59,11.93,-28.33,-20.88,22.46,136400,51100,-40.84,57.93,640561146,640561146,0,441271369,68.89,152660055,23.83,640561146,23.83,20260610,175704,8538,2865,4.86,241.0,2.95,334.85,,13.67,63.86,흑자전환,44.21,흑자전환,2025/12,D,170579,5.08,7627,-25.05,4.47,-28.71,2052,-48.01,275132,4.55,120094,155039,5.8,129.1,138.36,,,,0.76,1.11,132.32,-24.14,688.48,7.49,,,4.0,2026/12(E),151313.0,-46.67,17.0,181232,6.25,11242,6.2,47.4,38.7,5054,146.3,284028,3.23,158081,1.96,458.0,246.97,176.2,639.07,126.28,2.09,,,,,20260821,kosdaq150,일반 목적용 기계 제조업,82.27,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",20001025,1.005
055550,신한지주,kospi,G40,금융,WI500,은행,20260825,49808670357900,106500,904895,96288167050,3.1,0.0,2.01,10.94,4.62,59.67,107500,58600,-0.93,81.74,469450239,474654361,0,379608444,79.98,292052467,62.22,469450239,62.22,20260610,279930,72337,52165,25.84,10485.0,1.78,10.16,0.7,0.06,10.82,8.71,10.72,14.61,2025/12,D,279888,-4.18,70234,8.74,25.09,13.48,50845,11.55,7860135,6.25,603723,7256412,6.56,1201.94,1871.93,3.37,24.73,3.65,0.67,8.72,10082.14,15.39,9.74,0.81,2590.0,19.91,4.0,2026/12(E),128111.0,-16.87,18.0,279002,-0.32,76160,27.3,8.44,8.81,56478,11.08,8338757,6.09,7699353,6.1,11664.0,15.66,9.13,12019.58,8.86,0.01,2989.0,15.41,25.69,3.88,20260821,kosdaq150,기타 금융업,12.89,금융지주회사,20010910,0.45
329180,HD현대중공업,kospi,G20,산업재,WI240,조선,20260825,48492085950000,464500,249156,114025645500,1.98,-5.11,-4.33,-37.65,-23.48,-4.52,745000,372000,-37.65,24.87,104961225,104961225,0,32166515,30.65,14603236,13.91,104961225,13.91,20260610,196744,25092,19051,12.75,19796.0,2.46,23.46,0.18,54.78,108.76,172.27,34.8,130.23,2025/12,D,175806,21.36,20375,188.93,11.59,137.99,14155,127.76,261630,34.92,93416,168214,22.91,180.07,1682.97,1.11,41.98,40.64,6.21,18.82,15703.09,124.28,40.82,7.19,5661.0,170.86,4.0,2026/12(E),911048.0,-49.01,21.0,248389,41.29,38644,15.56,89.66,34.25,30328,114.26,307637,17.58,187374,11.39,28852.0,83.75,16.1,31222.6,14.88,0.09,8833.0,56.03,30.57,-27.18,20260821,kosdaq150,선박 및 보트 건조업,16.8,"선박, 해양플랜트 및 엔진기계 등",20210917,0.608
012330,현대모비스,kospi,G25,경기관련소비재,WI300,자동차,20260825,45366291500000,498000,328382,162046338250,-0.1,-3.86,3.32,-25.0,11.78,66.56,768000,280500,-35.16,77.54,90732583,90732583,3974,58974656,65.0,34135276,37.62,90732583,37.62,20260610,619265,33834,35161,5.46,38280.0,0.73,13.01,-1.05,5.48,3.33,-14.4,-2.09,-12.37,2025/12,D,611181,6.78,33575,9.24,5.49,2.23,36647,-9.74,704005,5.71,492128,211877,3.46,43.05,9984.14,1.74,16.09,17.1,5.35,7.68,39693.59,-8.74,14.36,1.04,6500.0,8.33,4.0,2026/12(E),750400.0,-33.64,25.0,651198,6.55,37206,5.71,10.81,4.01,41232,12.51,752578,6.9,224842,6.12,45346.0,14.27,10.98,48428.21,10.28,0.03,6961.0,7.09,15.32,-4.79,20260821,kosdaq150,자동차 신품 부품 제조업,16.8,"자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)",19890905,0.945
068270,셀트리온,kospi,G35,건강관리,WI410,건강관리,20260825,44034431416800,189600,358359,68518912250,-2.27,-3.02,6.76,-2.77,-21.98,8.78,236862,151553,-19.95,25.1,232617176,232553706,0,152713488,65.67,59554196,25.59,232617176,25.59,20260610,44657,13410,12729,30.03,5228.0,9.86,36.27,0.16,36.0,115.46,222.99,58.37,221.62,2025/12,D,41625,17.01,11685,137.5,28.07,102.96,10315,146.24,223349,6.08,173525,49824,43.37,28.71,8002.46,0.41,16.77,-56.89,4.75,5.94,4237.59,148.56,39.48,2.09,714.0,8.51,4.0,2026/12(E),274737.0,-30.99,19.0,53040,27.42,17627,33.23,50.85,18.38,14737,42.87,236689,5.97,53657,7.69,6240.0,47.24,30.38,6776.02,27.98,0.08,754.0,5.6,12.4,-26.06,20260821,kosdaq150,기초 의약물질 제조업,36.45,"램시마, 트룩시마, 허쥬마",20180209,0.552
006400,삼성SDI,kospi,G45,IT,WI630,IT가전,20260825,41823890070000,519000,384215,196335274000,0.78,6.35,21.26,-19.16,32.57,134.31,712000,168200,-27.11,208.56,80585530,80585530,1617896,58018752,72.0,21166843,26.27,80585530,26.27,20260610,136663,-16901,-3127,-12.37,-5723.0,3.06,-90.69,,12.58,적자지속,흑자전환,적자지속,적자지속,2025/12,D,132667,-20.04,-19975,적자전환,-15.06,적자전환,-5849,적자전환,422553,4.08,235701,186852,-1.81,79.28,5139.8,0.4,11.9,258.43,-1.41,-3.15,,적자전환,,1.87,971.0,0.0,4.0,2026/12(E),840913.0,-38.28,23.0,155111,16.92,-424,-0.27,적자지속,적자지속,4195,흑자전환,451052,6.74,206318,10.42,4348.0,흑자전환,119.37,11028.43,47.06,-1.38,979.0,,18.81,,20260821,kosdaq150,일차전지 및 이차전지 제조업,42.27,"2차전지, 전자재료 제조 판매",19790227,0.908
034730,SK,kospi,G10,에너지,WI100,에너지,20260825,40021492056000,556000,139971,76017543500,1.28,-5.76,-11.75,-15.24,46.7,194.18,680000,178900,-18.24,210.79,72502703,72502703,566135,36096256,49.79,21687727,29.91,72502703,29.91,20260610,1285547,44375,98708,3.45,35982.0,0.31,15.45,0.35,18.94,1301.25,175.89,1078.31,43.91,2025/12,D,1227033,-0.56,10998,-47.72,0.9,-47.06,35552,572.31,2135197,-0.68,856913,1278283,-5.09,149.17,167993.93,3.12,16.31,-83.01,1.66,6.35,21865.56,흑자전환,26.48,1.56,8000.0,14.29,4.0,2026/12(E),761385.0,-26.98,13.0,1384093,12.8,86018,6.21,682.12,590.0,206632,481.21,2327895,9.02,1289383,0.87,109183.0,399.4,5.09,116265.06,4.78,0.11,8508.0,6.35,2.99,-81.67,20260821,kosdaq150,기타 금융업,12.89,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",20091111,1.081
086790,하나금융지주,kospi,G40,금융,WI500,은행,20260825,35585496915600,130800,528831,69192959700,1.63,0.08,-1.21,9.0,1.32,58.35,131300,77200,-0.38,69.43,274367748,274367748,0,238715888,87.01,187213212,68.25,274367748,68.25,20260610,223481,55155,41289,24.68,14494.0,1.59,9.02,0.84,-1.95,11.06,8.11,13.29,10.75,2025/12,D,224597,-6.87,53509,10.21,23.82,18.33,40366,7.11,6745907,5.76,456456,6289451,5.83,1377.89,2905.14,4.36,28.3,3.13,0.62,9.17,14102.87,9.62,8.36,0.73,4105.0,14.03,4.0,2026/12(E),157211.0,-16.8,19.0,204121,-9.12,60214,29.5,12.53,23.85,44733,10.82,6998206,3.74,6516204,3.61,16018.0,13.52,8.17,16466.48,7.94,0.01,4641.0,13.06,28.88,2.05,20260821,kosdaq150,기타 금융업,12.89,기타 금융,20051212,0.522
035420,NAVER,kospi,G50,커뮤니케이션서비스,WI601,소프트웨어,20260825,33608904511000,220500,939053,203170631250,-1.34,1.61,6.27,10.25,-13.7,-2.22,290500,191500,-24.1,15.14,152076491,156873776,0,134962078,86.03,55186908,36.28,152076491,36.28,20260610,124894,22446,16861,17.97,11511.0,2.69,19.16,-0.6,16.3,7.22,-31.32,-7.78,-32.15,2025/12,D,120350,12.08,22081,11.56,18.35,-0.43,18187,-5.86,410845,7.64,289530,121315,8.64,41.9,171316.67,1.08,22.68,144.66,4.59,7.36,12377.32,3.89,18.34,1.26,2630.0,132.74,4.0,2026/12(E),328591.0,-32.9,22.0,136892,13.74,24163,17.65,9.43,-3.81,19320,6.23,439017,6.86,129539,6.78,12382.0,0.05,17.81,13592.81,16.22,0.03,2520.0,-4.18,20.46,-9.79,20260821,kosdaq150,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",20.22,포털 서비스 및 온라인 광고,20081128,0.553
066570,LG전자,kospi,G45,IT,WI630,IT가전,20260825,32576927600000,200500,565070,110083216600,0.35,-3.61,18.5,-16.28,51.21,164.16,392500,72000,-48.92,178.47,162884638,162884638,17181299,104793653,64.34,48039402,29.48,162884638,29.48,20260610,901883,28930,13499,3.21,5411.0,0.36,37.05,14.59,4.34,32.93,14.79,27.26,2.54,2025/12,D,892009,1.68,24784,-27.53,2.78,-28.72,12204,106.36,686202,4.56,285520,400681,-0.87,140.33,2541.94,1.47,18.02,-34.88,1.82,4.28,5321.93,161.86,42.09,1.69,1350.0,35.0,4.0,2026/12(E),166750.0,20.24,20.0,940265,5.41,38568,4.1,55.62,47.48,22471,84.13,711288,3.66,402623,0.48,10858.0,104.06,18.47,12081.98,16.59,0.2,1550.0,14.81,11.24,-37.62,20260821,kosdaq150,통신 및 방송 장비 제조업,42.27,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",20020422,1.002
010130,고려아연,kospi,G15,소재,WI200,비철금속,20260825,29556124104000,1427000,67239,94472584500,6.18,17.06,32.74,-1.18,-17.18,74.66,2115000,759000,-32.53,88.01,20872969,20872969,0,9597861,45.98,5775721,27.67,20872969,27.67,20260610,188271,17069,9617,9.07,47538.0,1.57,30.02,0.26,58.42,175.21,117.85,73.83,116.41,2025/12,D,165879,37.63,12319,70.27,7.43,23.83,7702,295.38,203957,37.88,111842,92115,27.99,82.36,9701.94,1.52,54.2,-70.86,4.38,8.48,38531.51,319.22,30.78,2.18,20000.0,14.29,4.0,2026/12(E),1903750.0,-25.04,5.0,229017,38.06,22297,9.74,81.0,31.09,12607,63.68,229865,12.7,99064,7.54,60694.0,57.54,23.51,59538.15,23.97,0.06,23000.0,15.0,38.08,-29.74,20260821,kosdaq150,1차 비철금속 제조업,42.92,"연,아연괴 제조,판매",19900728,0.852
010120,LS ELECTRIC,kospi,G20,산업재,WI230,기계,20260825,29220000000000,195400,450683,85457374450,1.61,-6.51,-3.27,-31.44,35.32,241.01,318500,51600,-38.65,278.68,150000000,150000000,0,76071260,50.71,27407631,18.27,150000000,18.27,20260610,53103,4657,3360,8.77,2248.0,5.5,86.92,1.2,33.38,45.02,76.56,8.75,72.32,2025/12,D,49658,9.1,4264,9.42,8.59,0.35,2843,17.38,49567,10.51,21413,28154,8.49,131.48,1286.44,0.65,31.66,-11.86,6.02,14.67,1910.78,20.11,123.51,17.02,600.0,3.45,4.0,2026/12(E),256923.0,-23.95,13.0,61596,24.04,6541,10.62,53.4,23.63,5054,77.77,55042,11.05,29595,5.12,3373.0,76.5,57.93,3927.44,49.75,0.37,1164.0,94.0,34.55,9.13,20260821,kosdaq150,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",42.27,"고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공",19940711,1.139
000810,삼성화재,kospi,G40,금융,WI520,보험,20260825,28619030193000,648000,38135,24453459500,1.89,3.51,0.62,11.53,14.69,46.94,730000,417500,-11.23,55.21,44647473,44647473,3007020,31062500,69.57,25919914,58.06,44647473,58.06,20260610,142633,27280,20465,19.13,41812.0,2.01,15.5,1.56,nan,8.67,4.3,nan,9.93,2025/12,D,188725,8.38,26591,0.36,14.09,-7.42,20203,-2.72,964504,10.52,212924,751580,4.87,352.98,84789.73,3.92,44.41,2.47,2.2,10.96,40713.81,-0.74,15.13,1.35,19500.0,2.63,3.9,2026/12(E),665706.0,-2.66,17.0,,,29987,,12.77,nan,21405,5.95,1030283,6.82,768970,2.31,44195.0,8.58,14.66,46107.78,14.05,0.01,22329.0,14.51,48.0,8.08,20260821,kosdaq150,보험업,14.14,"손해보험의 원수,재보험,운용자산의 투자활동",19750630,0.448
042660,한화오션,kospi,G20,산업재,WI240,조선,20260825,26474117241600,86600,773387,65351655750,3.84,-4.73,-1.48,-35.71,-41.17,-24.63,149900,73100,-42.23,18.47,306413394,306413394,0,142259030,46.43,31706704,10.35,306413394,10.35,20260610,128504,13501,15302,10.51,4993.0,2.06,17.34,0.13,2.13,70.57,131.8,66.95,131.82,2025/12,D,127835,18.63,11676,390.79,9.13,313.12,12459,135.88,201409,12.87,61750,139659,7.59,226.17,301.48,,,,6.56,22.59,4066.42,135.85,27.1,5.47,,,4.0,2026/12(E),170316.0,-49.15,19.0,136193,6.54,18209,13.37,55.95,46.44,15467,24.14,216817,7.65,139857,0.14,5048.0,24.15,17.16,5602.44,15.46,0.02,500.0,,9.91,,20260821,kosdaq150,선박 및 보트 건조업,16.8,선박 제조,20010202,0.747
005490,POSCO홀딩스,kospi,G15,소재,WI210,철강,20260825,26110083146500,332000,206843,67667285000,1.37,2.31,6.07,-24.89,-14.43,8.5,535000,253500,-37.94,30.97,79241527,79241527,0,64967877,81.99,25784661,32.53,79241527,32.53,20260610,695342,19655,7035,2.83,10165.0,0.38,32.66,0.57,2.52,24.35,57.87,21.17,57.76,2025/12,D,690949,-4.94,18271,-15.94,2.64,-11.71,5044,-46.77,1051924,1.73,623777,428147,2.05,68.64,11696.46,3.28,160.45,84.02,0.48,1.18,8084.63,-38.15,44.9,0.52,10000.0,0.0,4.0,2026/12(E),582765.0,-43.03,17.0,728780,5.48,32718,4.49,79.07,70.08,20627,308.94,1084530,3.1,447763,4.58,23631.0,192.28,14.05,26849.11,12.37,0.2,10471.0,4.71,41.08,-74.4,20260821,kosdaq150,1차 철강 제조업,42.92,"열연코일,냉연강판,후판,선재,스테인리스 제조",19880610,0.709
