,name,market,sectorCode,sectorName,industryCode,industryName,tradingDate,marketCap,close,volume,amount,returnOn1Day,returnOn1Week,returnOn1Month,returnOn3Months,returnOn6Months,returnOn1Year,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyTwoWeekHighPct,fiftyTwoWeekLowPct,shares,sharesOutstanding,sharesPreferred,sharesFloating,sharesFloatingRate,foreignSharesHolding,foreignRate,foreignSharesLimit,foreignRateByLimit,numbersDate,trailingRevenue,trailingProfit,trailingNetProfit,trailingProfitRate,trailingEps,trailingPs,trailingPe,trailingPeg,yoyRevenue,yoyProfit,yoyNetProfit,yoyProfitRate,yoyEps,fiscalMonth,ifrsType,fiscalRevenue,fiscalRevenueGrowth,fiscalProfit,fiscalProfitGrowth,fiscalProfitRate,fiscalProfitRateGrowth,fiscalNetProfit,fiscalNetProfitGrowth,fiscalAsset,fiscalAssetGrowth,fiscalCapital,fiscalDebt,fiscalDebtGrowth,fiscalDebtRatio,fiscalRetentionRate,fiscalDividendYield,fiscalPayoutRatio,fiscalPayoutRatioGrowth,returnOnAsset,returnOnEquity,fiscalEps,fiscalEpsGrowth,fiscalPe,fiscalPriceToBook,fiscalDps,fiscalDpsGrowth,estimation,estimatedMonth,targetPrice,targetPricePct,nOfEstimations,estimatedRevenue,estimatedRevenueGrowth,estimatedProfit,estimatedProfitRate,estimatedProfitGrowth,estimatedProfitRateGrowth,estimatedNetProfit,estimatedNetProfitGrowth,estimatedAsset,estimatedAssetGrowth,estimatedDebt,estimatedDebtGrowth,estimatedEps,estimatedEpsGrowth,estimatedPe,forwardEps,forwardPe,forwardPeg,estimatedDps,estimatedDpsGrowth,estimatedPayoutRatio,estimatedPayoutRatioGrowth,wicsDate,groupByMarketCap,industryNameKrx,industryPe,products,ipo,beta
002710,TCC스틸,kospi,G15,소재,WI210,철강,20260825,278913736080,10700,43164,449839580,2.88,7.97,20.63,-37.06,-31.28,-41.88,22600,10700,-52.65,0.0,26213697,26213697,0,18116845,69.11,1419752,5.42,26213697,5.42,20260610,6305,-167,-91,-2.65,-341.0,0.44,-31.38,,12.2,적자전환,적자지속,적자전환,적자전환,2025/12,D,6115,5.05,-109,적자전환,-1.78,적자전환,-76,적자전환,5741,0.02,2489,3252,3.27,130.67,834.61,0.5,12.98,,-1.32,-2.98,,적자전환,,1.28,70.0,-30.0,,2026/12(E),,,,,,,,nan,nan,,nan,,,,,,nan,,,,,,,,,20260821,,1차 철강 제조업,42.92,"석도강판,표면처리강판 제조,판매",19841221,0.826
160980,싸이맥스,kosdaq,G45,IT,WI620,반도체,20260825,277475772200,25100,335932,8142865625,-0.4,-17.02,-22.89,-26.82,22.44,101.44,43450,11820,-42.23,112.35,10924243,10924243,0,5747262,52.61,456132,4.18,10924243,4.18,20260610,1591,206,134,12.95,1221.0,1.74,20.56,-0.71,-11.57,-36.49,-28.57,-28.22,-28.88,2025/12,D,1644,-0.42,233,-0.43,14.17,0.0,149,-3.25,2240,-1.5,1942,298,-44.51,15.33,3455.81,2.74,29.33,18.12,6.62,8.12,1367.44,-3.05,29.91,2.3,400.0,14.29,,2026/12(E),,,,,,,,nan,nan,,nan,,,,,,nan,,,,,,,,,20260821,,특수 목적용 기계 제조업,105.67,"웨이퍼 이송장치(Cluster Tool, EFEM, LPM 등)",20150617,1.122
003120,일성아이에스,kospi,G35,건강관리,WI410,건강관리,20260825,277305000000,20950,7269,149499150,1.95,3.2,1.45,4.49,-25.97,-8.32,28650,18300,-26.88,14.48,13300000,13300000,0,2083567,15.67,45126,0.34,13300000,0.34,20260610,645,-56,12,-8.68,91.0,4.3,230.22,88.89,0.6,적자지속,6.67,적자지속,2.59,2025/12,B,643,-6.81,-62,적자지속,-9.64,적자지속,12,-90.84,4030,1.54,3863,167,42.74,4.31,3552.8,5.5,1330.0,1209.96,0.29,0.3,87.66,-91.07,219.6,0.53,1200.0,20.0,,2026/12(E),,,,,,,,nan,nan,,nan,,,,,,nan,,,,,,,,,20260821,,의약품 제조업,36.45,"의약품(항생제,화학료법제,항바이러스,근이완제,영양액륜) 제조,판매",19850114,0.328
200130,콜마비앤에이치,kosdaq,G35,건강관리,WI410,건강관리,20260825,277094556360,9400,102089,950689555,0.86,0.32,12.98,-16.52,-35.66,-41.4,17700,9220,-46.89,1.95,29415558,29415558,0,12515486,42.55,1015652,3.45,29415558,3.45,20260610,5750,334,-17,5.81,-60.0,0.48,-156.67,-0.11,0.15,186.11,1500.0,185.93,1481.25,2025/12,D,5749,-6.61,266,8.13,4.63,15.75,-226,적자전환,6497,-5.96,3555,2942,-0.47,82.77,2410.91,0.59,52.68,8.26,-3.38,-6.04,,적자전환,,0.76,75.0,-75.65,,2026/12(E),,,,,,,,nan,nan,,nan,,,,,,nan,,,,,,,,,20260821,,기초 의약물질 제조업,,건강기능식품,20140723,0.511
091700,파트론,kosdaq,G45,IT,WI610,IT하드웨어,20260825,276500000000,5570,79492,437661730,0.72,-1.07,-3.97,-22.75,-30.46,-12.28,8600,5570,-35.23,0.0,50000000,50000000,0,34276842,68.55,12772804,25.55,50000000,25.55,20260610,14725,506,368,3.44,656.0,0.19,8.49,0.16,37.46,93.65,53.73,41.15,52.5,2025/12,D,13495,-9.21,447,-27.55,3.31,-20.24,331,-40.79,7751,4.28,5603,2149,14.43,38.35,1780.48,4.45,51.51,68.39,4.36,6.64,592.31,-34.8,10.67,0.63,310.0,3.33,4.0,2026/12(E),9000.0,-38.11,2.0,14752,9.31,413,2.8,-7.61,-15.41,381,15.11,8080,4.24,2300,7.03,623.0,5.24,8.94,705.36,7.9,0.01,310.0,0.0,44.75,-13.12,20260821,,전자부품 제조업,,"카메라모듈, 안테나, 센서류 등",20061213,0.521
417840,저스템,kosdaq,G45,IT,WI620,반도체,20260825,275804734860,12090,396430,4611962360,4.77,-14.56,21.14,-34.79,79.11,209.52,18990,3013,-36.33,301.26,22869381,22663931,0,16507140,72.83,706621,3.09,22869381,3.09,20260610,554,71,65,12.82,293.0,4.98,41.26,0.23,66.98,156.25,206.67,53.48,183.33,2025/12,D,483,24.81,46,흑자전환,9.52,흑자전환,35,흑자전환,875,10.06,525,350,11.82,66.63,1374.27,,,,4.14,6.89,161.66,흑자전환,88.27,5.72,,,4.0,2026/12(E),27000.0,-55.22,1.0,1092,126.09,293,26.83,536.96,181.83,276,688.57,1210,38.29,410,17.14,1236.0,662.96,9.78,1434.17,8.43,0.33,,,,,20260821,,특수 목적용 기계 제조업,105.67,반도체 습도제어 System,20221028,1.262
099440,스맥,kosdaq,G20,산업재,WI230,기계,20260825,275703311760,4050,222403,890795658,2.02,-2.76,20.54,3.32,-39.19,16.38,7860,2035,-48.47,99.02,68243394,68243394,0,52052191,76.27,2691237,3.94,68243394,3.94,20260610,1404,-259,-306,-18.45,-464.0,1.96,-8.73,,-31.13,적자전환,적자전환,적자전환,적자전환,2025/12,D,1536,-23.7,-168,적자전환,-10.94,적자전환,-215,적자전환,3015,0.13,976,2040,18.95,209.06,191.98,,,,-7.13,-18.93,,적자전환,,2.21,,,,2026/12(E),,,,,,,,nan,nan,,nan,,,,,,nan,,,,,,,,,20260821,,특수 목적용 기계 제조업,105.67,공작기계 및 산업용로봇제조,20090526,0.709
004430,송원산업,kospi,G15,소재,WI110,화학,20260825,275280000000,11520,58209,659598175,2.4,-2.37,-9.29,-1.2,19.38,10.66,15850,8510,-27.32,35.37,24000000,24000000,0,15446908,64.36,3690736,15.38,24000000,15.38,20260610,10326,375,156,3.63,649.0,0.27,17.75,0.06,-2.39,144.04,269.39,150.13,273.27,2025/12,D,10392,-2.9,218,-65.29,2.1,-64.22,23,-94.9,11473,-2.79,7601,3872,-8.7,50.94,6234.25,3.31,313.04,1861.4,0.2,0.31,97.38,-94.84,104.33,0.32,300.0,0.0,,2026/12(E),,,,,,,,nan,nan,,nan,,,,,,nan,,,,,,,,,20260821,,기타 화학제품 제조업,,"폴리머첨가제(PVC안정제,산화방지제),폴리우레탄수지,프라스틱첨가제 제조",19770625,0.347
036890,진성티이씨,kosdaq,G20,산업재,WI230,기계,20260825,274306156350,12570,69286,847420800,2.7,-1.8,-7.71,-20.94,-19.42,4.14,20550,10460,-38.83,20.17,22032623,22032623,0,12019434,54.55,2991574,13.58,22032623,13.58,20260610,4936,519,399,10.51,1801.0,0.56,6.98,0.06,27.95,42.86,110.61,11.59,114.63,2025/12,D,4638,18.77,479,96.31,10.33,65.28,326,55.24,5142,12.91,2975,2166,12.17,72.81,2654.26,2.44,22.3,4.16,6.73,11.66,1460.99,56.76,9.87,1.03,330.0,65.0,,2026/12(E),,,,5195,12.01,527,10.14,10.02,-1.84,366,12.27,5628,9.45,2393,10.48,,13.55,,1880.05,6.69,0.0,200.0,-39.39,12.04,-46.01,20260821,,특수 목적용 기계 제조업,105.67,트랙롤라. 플로팅 씰,20000720,0.858
488900,비츠로넥스텍,kosdaq,G20,산업재,WI250,"상사,자본재",20260825,273827386350,9560,53069,485269670,2.91,-8.43,19.8,-39.03,-50.29,,29900,9070,-68.03,5.4,28976443,28976443,0,7290291,25.16,99971,0.35,28976443,0.35,20260610,204,-89,-80,-43.63,-305.0,13.42,-31.34,,nan,nan,nan,nan,nan,2025/12,B,368,21.05,-74,적자지속,-20.11,적자지속,-66,적자지속,1138,20.42,590,548,-6.64,93.01,306.91,,,,-6.33,-13.92,,적자지속,,5.47,,,,2026/12(E),,,,,,,,nan,nan,,nan,,,,,,nan,,,,,,,,,20260821,,"항공기,우주선 및 부품 제조업",23.39,"로켓연소기 및 가스발생기, 초전도가속장치, 핵융합 플라즈마 대향장치 등 제조",20251121,1.281
084010,대한제강,kospi,G15,소재,WI210,철강,20260825,272910472240,8050,9033,71046825,3.47,-2.42,4.68,-19.5,-39.15,-22.61,13870,7860,-41.96,2.42,34371596,34371596,0,10704265,31.14,1275253,3.71,34371596,3.71,20260610,12631,-47,73,-0.37,225.0,0.22,35.78,-0.36,5.52,-94.74,-97.06,-95.45,-100.0,2025/12,D,12471,1.85,-29,적자전환,-0.23,적자전환,138,-65.5,12500,8.71,9303,3196,25.93,34.36,3492.98,2.59,82.94,183.65,1.15,1.86,419.61,-60.67,18.97,0.31,333.0,0.0,3.5,2026/12(E),13400.0,-39.93,2.0,13305,6.69,165,1.24,흑자전환,흑자전환,185,34.06,13035,4.28,3615,13.11,524.0,24.76,15.36,610.9,13.18,0.23,500.0,50.15,92.9,12.01,20260821,,1차 철강 제조업,42.92,"제강,철재,철근,환봉,마환봉,빌레트 제조",20051031,0.352
017390,서울가스,kospi,G55,유틸리티,WI800,유틸리티,20260825,271260000000,54800,3207,175149600,0.74,-1.08,-1.26,-8.51,-21.15,-11.76,73800,53700,-25.75,2.05,4950000,4950000,0,1342702,27.13,137878,2.79,4950000,2.79,20260610,18086,145,272,0.8,5452.0,0.15,10.05,-0.69,-2.46,-11.65,-14.96,-9.49,-14.51,2025/12,D,18280,7.29,174,흑자전환,0.95,흑자전환,310,-9.62,17977,1.8,11212,6765,1.24,60.33,3218.36,4.39,44.35,21.71,1.74,2.8,6185.68,-8.72,8.94,0.24,2750.0,10.0,,2026/12(E),,,,,,,,nan,nan,,nan,,,,,,nan,,,,,,,,,20260821,,연료용 가스 제조 및 배관공급업,3.19,"도시가스공급,가스공급설비공사",19950818,0.145
424870,이뮨온시아,kosdaq,G35,건강관리,WI410,건강관리,20260825,270815714185,2965,161092,465597998,-0.67,-2.15,4.04,-52.18,-63.53,-41.84,14797,2965,-79.96,0.0,91337509,91272269,0,39597332,43.38,3124164,3.42,91337509,3.42,20260610,1,-293,-286,-29300.0,-379.0,2708.16,-7.82,,nan,적자지속,적자지속,nan,적자지속,2025/12,B,1,-85.71,-280,적자지속,-28000.0,적자지속,-274,적자지속,331,26.34,284,47,-30.88,16.65,,,,,-92.22,-114.4,,적자지속,,10.99,,,,2026/12(E),,,,,,,,nan,nan,,nan,,,,,,nan,,,,,,,,,20260821,,자연과학 및 공학 연구개발업,,면역항암제 신약개발,20250519,0.849
098070,한텍,kosdaq,G10,에너지,WI100,에너지,20260825,270799783350,24500,77910,1862643650,2.08,-5.41,-6.67,-33.6,-36.45,-45.68,60200,24500,-59.3,0.0,11121141,11121141,0,4004519,36.01,491902,4.42,11121141,4.42,20260610,1852,436,369,23.54,3326.0,1.46,7.37,0.03,39.47,261.9,344.44,159.55,268.88,2025/12,D,1719,10.26,382,127.38,22.22,106.12,308,17.11,2296,10.65,1624,672,-29.85,41.36,192.11,1.22,13.54,-10.33,14.08,22.45,2879.78,-3.35,10.73,2.12,375.0,-16.67,,2026/12(E),,,,1985,15.47,424,21.36,10.99,-3.87,356,15.58,2642,15.07,708,5.36,,11.11,,,,,375.0,0.0,11.71,-13.52,20260821,,"구조용 금속제품, 탱크 및 증기발생기 제조업",54.42,"열교환기 등 화공기기, 저장용 탱크",20250320,0.518
475560,더본코리아,kospi,G25,경기관련소비재,WI320,"호텔,레저",20260825,270610452500,18320,85542,1539729865,-4.58,-5.37,31.04,1.22,-23.67,-26.87,29200,15630,-37.26,17.21,14827970,14827970,0,3744501,25.25,52177,0.35,14827970,0.35,20260610,3302,-341,-261,-10.33,-1761.0,0.82,-10.4,,-28.09,적자전환,적자전환,적자전환,적자전환,2025/12,D,3612,-22.19,-237,적자전환,-6.56,적자전환,-174,적자전환,3033,-14.01,2460,573,-32.67,23.28,3168.19,2.07,14.18,,-5.3,-6.77,,적자전환,,0.94,500.0,66.67,,2026/12(E),,,,,,,,nan,nan,,nan,,,,,,nan,,,,,,,,,20260821,,상품 종합 도매업,23.66,프랜차이즈,20241106,0.3
042520,한스바이오메드,kosdaq,G35,건강관리,WI410,건강관리,20260825,270538131990,18970,170891,3209064855,2.82,-7.69,-3.71,-38.81,-58.12,150.26,55700,7030,-65.94,169.84,14261367,14261367,0,10154000,71.2,971098,6.81,14261367,6.81,20260610,1105,-205,-251,-18.55,-1814.0,2.45,-10.46,-0.03,42.56,144.44,428.57,71.37,348.39,2025/09,D,898,10.73,-259,적자전환,-28.84,적자전환,-321,적자지속,1264,3.86,339,925,69.41,273.03,484.59,,,,-25.85,-62.32,,적자지속,,8.07,,,4.0,2026/09(E),55000.0,-65.51,6.0,1410,57.02,176,12.48,흑자전환,흑자전환,132,흑자전환,1551,22.71,938,1.41,955.0,흑자전환,19.86,1472.24,12.89,-0.23,,,,,20260821,,의료용품 및 기타 의약 관련제품 제조업,,"인체이식용조직(인조피부,인조뼈),의료용시술재료(가슴보형물)",20091009,1.057
294570,쿠콘,kosdaq,G45,IT,WI602,IT서비스,20260825,270458417600,26900,167506,4446888400,1.32,30.27,49.11,4.06,-20.18,-28.55,48800,20500,-44.88,31.22,10091732,10091732,0,6951581,68.88,258480,2.56,10091732,2.56,20260610,681,190,242,27.9,2370.0,3.97,11.35,0.19,-7.51,2.27,57.45,10.58,58.96,2025/12,B,695,-4.79,189,13.86,27.19,19.57,215,36.08,3135,19.25,1705,1430,23.17,83.88,3246.09,1.06,14.08,44.56,7.45,13.54,2103.72,36.87,10.22,1.26,300.0,100.0,,2026/12(E),,,,732,5.32,207,28.28,9.52,4.01,227,5.58,3227,2.93,1457,1.89,,6.84,,2289.67,11.75,-0.0,300.0,0.0,13.34,-5.26,20260821,,기타 정보 서비스업,145.81,"페이먼트서비스(65.2%), 데이터서비스(29.1%) 등",20210428,0.885
389650,넥스트바이오메디컬,kosdaq,G35,건강관리,WI410,건강관리,20260825,270253387900,32950,16751,536501550,-0.9,-2.66,-4.35,-29.29,-57.37,-47.03,98000,32950,-66.38,0.0,8277286,8277286,0,5762359,69.62,206540,2.5,8277286,2.5,20260610,168,-12,0,-7.14,-4.0,16.09,-8237.5,,7.89,적자지속,적자지속,적자지속,적자지속,2025/12,B,165,73.68,-7,적자지속,-4.24,적자지속,-3,적자전환,593,0.85,481,112,-18.25,23.19,1072.79,,,,-0.53,-0.67,,적자전환,,6.63,,,4.0,2026/12(E),97667.0,-66.26,4.0,231,40.0,-56,-24.24,적자지속,적자지속,-39,적자지속,564,-4.89,127,13.39,-469.0,적자지속,-70.26,89.1,369.81,-86.07,,,,,20260821,,의료용 기기 제조업,400.47,"내시경용 지혈재, 혈관색전 미립구",20240820,0.918
448280,에코아이,kosdaq,G20,산업재,WI250,"상사,자본재",20260825,270235896480,9150,8193,74590340,0.66,9.19,26.03,-19.31,-16.82,-30.58,15630,8810,-41.46,3.86,29631129,29631129,0,8580545,28.96,125382,0.42,29631129,0.42,20260609,327,-5,1,-1.53,5.0,8.26,1830.0,,54.29,적자지속,적자지속,적자지속,적자지속,2025/12,D,309,19.77,10,400.0,3.24,315.38,18,-21.74,1429,-4.61,1253,177,-16.9,14.1,745.45,0.61,115.23,-46.44,1.22,1.41,62.28,-21.05,146.6,2.09,70.0,-58.08,,2026/12(E),,,,,,,,nan,nan,,nan,,,,,,nan,,,,,,,,,20260821,,기타 전문 서비스업,,탄소배출권 및 탄소배출권 관련 컨설팅,20231121,0.686
061970,LB세미콘,kosdaq,G45,IT,WI620,반도체,20260825,268053072690,4620,904949,4045911917,0.87,-16.0,9.74,-30.63,-7.78,16.08,6880,3500,-32.85,32.0,58083006,58083006,0,41975029,72.27,18396631,31.67,58083006,31.67,20260610,4973,-282,-1377,-5.67,-2366.0,0.54,-1.95,,14.98,흑자전환,흑자전환,흑자전환,흑자전환,2025/12,D,4798,6.41,-398,적자지속,-8.3,적자지속,-1509,적자지속,6841,-15.13,2700,4141,-9.94,153.34,815.88,,,,-20.25,-60.83,,적자지속,,0.94,,,,2026/12(E),,,,,,,,nan,nan,,nan,,,,,,nan,,,,,,,,,20260821,,반도체 제조업,,"골드범핑, 솔더범핑 등",20110131,1.216
267980,매일유업,kosdaq,G30,필수소비재,WI400,필수소비재,20260825,265161874800,34800,1929,66352400,1.31,-0.57,2.96,0.14,-14.29,-2.25,40800,32300,-14.71,7.74,7663638,7663638,0,2927927,38.21,1076249,14.04,7663638,14.04,20260610,18546,658,647,3.55,8346.0,0.14,4.17,0.05,2.42,44.62,80.0,41.34,84.75,2025/12,D,18435,1.77,600,-14.65,3.25,-16.24,562,23.52,10659,3.86,6311,4348,-3.59,68.9,16511.55,3.69,17.73,-17.73,5.38,9.32,7203.95,24.43,4.56,0.39,1300.0,4.0,,2026/12(E),,,,,,,,nan,nan,,nan,,,,,,nan,,,,,,,,,20260821,,동·식물성 유지 및 낙농제품 제조업,11.97,"유제품(우유, 분유, 발효유, 치즈, 음료 등)",20170605,0.225
340570,티앤엘,kosdaq,G35,건강관리,WI410,건강관리,20260825,264160000000,32600,99152,3119204650,4.49,6.02,-42.1,-48.01,-40.4,-39.41,65500,32600,-50.23,0.0,8128000,8128000,0,4546661,55.94,1156419,14.23,8128000,14.23,20260610,1580,444,386,28.1,4757.0,1.67,6.85,1.83,-12.09,-9.41,3.14,3.05,3.74,2025/12,D,1642,-6.12,464,-18.6,28.26,-13.29,381,-17.89,2171,10.15,2012,159,-37.89,7.91,4511.41,3.06,32.0,143.53,18.39,20.44,4684.04,-17.97,12.66,2.34,1500.0,100.0,4.0,2026/12(E),84500.0,-61.42,5.0,1910,16.32,616,32.25,32.76,14.12,578,51.71,2629,21.1,175,10.06,6385.0,36.32,5.11,6879.35,4.74,0.02,1333.0,-11.13,18.75,-41.41,20260821,,의료용품 및 기타 의약 관련제품 제조업,,"창상치료재, 정형외과용 고정재",20201120,0.562
334890,이지스밸류리츠,kospi,G99,리츠,WI999,리츠,20260825,263904995400,3815,94384,359491495,1.33,1.87,7.62,-4.74,-10.66,-9.23,4983,3065,-23.44,24.47,69448683,69448683,0,,,1549864,2.23,69448683,2.23,20260610,181,153,116,84.53,197.0,14.58,19.37,,nan,nan,nan,nan,nan,2026/02,D,212,-2.75,146,-12.05,68.87,-9.56,119,-4.03,5831,0.85,4495,1337,-32.58,29.74,546.87,3.82,93.38,-34.84,2.05,2.88,216.64,-20.51,14.84,0.49,160.0,-52.24,,2027/02(E),,,,,,,,nan,nan,,nan,,,,,,nan,,,,,,,,,20260821,,부동산 임대 및 공급업,10.45,"부동산투자, 취득, 매매, 임대",20200716,0.151
151860,KG에코솔루션,kosdaq,G25,경기관련소비재,WI300,자동차,20260825,263720631080,5570,60429,331669555,2.2,-0.54,2.2,-9.43,-20.99,-6.7,7490,4820,-25.63,15.56,47603002,47603002,0,18632418,39.14,1301238,2.73,47603002,2.73,20260610,77990,1486,2036,1.91,1968.0,0.03,2.83,0.05,12.69,-56.5,39.41,-61.25,55.0,2025/12,D,75772,4.01,1913,-15.54,2.52,-18.97,1837,-14.24,62240,0.17,31198,31042,-4.62,99.5,5263.65,2.68,3.89,41.45,2.95,5.89,1717.46,4.95,3.15,0.18,150.0,25.0,,2026/12(E),,,,,,,,nan,nan,,nan,,,,,,nan,,,,,,,,,20260821,,자동차 차체나 트레일러 제조업,23.39,"집단에너지(스팀), 산화동, 폐기물 소각",20130724,0.674
484590,삼양컴텍,kosdaq,G20,산업재,WI250,"상사,자본재",20260825,262510566500,6410,139610,864452805,5.78,-1.69,-0.47,-34.86,-49.41,-58.4,21550,6410,-70.26,0.0,41210450,41210450,0,16685910,40.49,1858076,4.51,41210450,4.51,20260610,1411,230,212,16.3,569.0,1.86,11.27,-0.22,-45.0,-64.29,-38.46,-35.08,-52.07,2025/12,B,1546,9.18,266,46.96,17.21,34.66,227,37.58,2397,48.51,1565,832,-22.96,53.15,642.89,,,,11.3,21.6,640.49,24.27,11.46,1.93,,,,2026/12(E),,,,1799,16.36,325,18.07,22.18,5.0,325,43.17,2937,22.53,1047,25.84,,23.28,,873.81,7.34,0.04,,,,,20260821,,무기 및 총포탄 제조업,54.42,"방위산업방탄제품(K-SAP, 유리섬유제품, 방탄헬멧, 위장망, 방탄복), 항공기부품 제조, 도매, 무역",20250818,0.687
003650,미창석유,kospi,G15,소재,WI110,화학,20260825,262342537600,151500,3132,470045400,0.33,-1.17,7.29,18.36,7.52,43.6,151500,103400,0.0,46.52,1739672,1739672,0,812873,46.73,535575,30.8,1739672,30.8,20260610,4056,374,827,9.22,47533.0,0.65,3.19,0.01,0.1,25.69,445.16,25.58,443.47,2025/12,B,4055,-6.11,346,-24.12,8.53,-19.22,689,30.99,5340,9.22,4794,546,-28.53,11.38,5607.04,2.88,8.84,-10.89,13.47,15.44,39602.65,30.86,3.02,0.42,3500.0,16.67,,2026/12(E),,,,,,,,nan,nan,,nan,,,,,,nan,,,,,,,,,20260821,,석유 정제품 제조업,,"윤활유,고무배합유,전기절연유 제조,판매,수출입",19890927,0.279
105840,우진,kospi,G20,산업재,WI230,기계,20260825,262165756600,13040,344579,4299049440,9.21,-2.69,-8.3,-41.0,-52.84,15.5,31200,9280,-58.21,40.52,20197670,20197670,0,14149094,70.05,2266651,11.22,20197670,11.22,20260610,1604,198,170,12.34,666.0,1.63,19.58,,36.76,흑자전환,흑자전환,흑자전환,흑자전환,2025/12,D,1504,6.89,142,-11.8,9.44,-17.48,111,-33.93,2980,7.78,2418,562,27.15,23.23,1855.78,1.76,54.59,80.52,3.85,4.48,430.47,-35.82,40.56,1.77,300.0,20.0,4.0,2026/12(E),32000.0,-59.25,1.0,1584,5.32,203,12.82,42.96,35.81,200,80.18,3100,4.03,570,1.42,797.0,85.35,16.36,817.03,15.96,0.04,300.0,0.0,30.3,-44.5,20260821,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",,원전용계측기,20100726,1.064
200470,에이팩트,kosdaq,G45,IT,WI620,반도체,20260825,260103251020,6200,342048,2021033545,5.08,3.16,39.01,-34.87,-26.8,140.31,10360,2185,-40.15,183.75,42362093,42362093,0,18920249,44.66,681476,1.61,42362093,1.61,20260610,1182,67,58,5.67,137.0,2.2,45.26,,30.34,적자지속,적자지속,적자지속,적자지속,2025/12,B,1110,28.03,53,흑자전환,4.77,흑자전환,52,흑자전환,1819,11.94,702,1117,4.1,159.09,231.41,,,,3.04,8.33,123.36,흑자전환,74.09,5.52,,,,2026/12(E),,,,,,,,nan,nan,,nan,,,,,,nan,,,,,,,,,20260821,,반도체 제조업,,메모리 반도체 테스트,20141226,1.288
000430,대원강업,kospi,G25,경기관련소비재,WI300,자동차,20260825,260090000000,4195,172275,711689593,4.61,1.82,18.5,-9.3,-0.59,3.84,6000,3580,-30.08,17.18,62000000,62000000,0,33277963,53.67,1604381,2.59,62000000,2.59,20260610,16499,519,654,3.15,866.0,0.16,4.84,0.03,13.3,26.63,125.81,11.62,144.33,2025/12,D,15991,16.93,470,107.96,2.94,78.18,460,24.66,14493,10.36,7302,7191,15.44,98.48,1711.44,2.85,14.83,-19.75,3.33,6.71,587.58,27.06,9.02,0.59,110.0,0.0,,2026/12(E),,,,,,,,nan,nan,,nan,,,,,,nan,,,,,,,,,20260821,,자동차 신품 부품 제조업,16.8,차랑용 스프링 및 시트,19770622,0.509
008490,서흥,kospi,G35,건강관리,WI410,건강관리,20260825,259726586850,22600,24865,548190600,0.22,-5.24,8.92,-1.53,-1.53,-27.33,31100,17480,-27.33,29.29,11569113,11569113,0,5024353,43.43,749473,6.48,11569113,6.48,20260610,7430,598,550,8.05,4267.0,0.35,5.3,0.05,11.5,82.76,119.7,63.86,99.41,2025/12,D,7223,10.56,502,48.52,6.95,34.43,471,118.06,10611,4.26,5410,5201,2.0,96.14,8163.93,2.31,12.28,14.66,4.54,9.22,3757.83,137.91,4.79,0.41,500.0,150.0,,2026/12(E),,,,,,,,nan,nan,,nan,,,,,,nan,,,,,,,,,20260821,,기타 화학제품 제조업,,"의약품(하드캅셀,건강보조식품,소프트캅셀),건강보조식품,인삼제품 제조,판매",19900327,0.325
005430,한국공항,kospi,G20,산업재,WI260,운송,20260825,259007839000,82100,2942,241337050,0.74,-4.76,3.92,1.99,16.79,29.29,89700,52200,-8.47,57.28,3166355,3166355,0,1173077,37.05,413382,13.06,3166355,13.06,20260610,6844,523,451,7.64,14215.0,0.38,5.78,0.15,13.45,35.86,39.47,19.81,39.0,2025/12,D,6632,5.86,470,4.44,7.09,-1.25,405,-0.25,5295,5.37,4052,1243,-6.05,30.68,2461.31,1.54,7.82,0.26,7.86,10.46,12804.88,-0.15,5.74,0.57,1000.0,0.0,,2026/12(E),,,,,,,,nan,nan,,nan,,,,,,nan,,,,,,,,,20260821,,기타 운송관련 서비스업,11.38,"항공기 지상조업,항공화물 상하역,장비대여,항공용역사업,항공기급유,항공화물 취급,보관,부정기헬기운송,여행알선,광업,먹는샘물 제조,농축산업",19761228,0.525
389500,에스비비테크,kosdaq,G20,산업재,WI230,기계,20260825,256876845600,38550,152578,5697945500,5.47,-0.77,23.95,-57.59,-30.79,84.01,106400,18800,-63.77,105.05,6663472,6663472,0,3845144,57.7,296457,4.45,6663472,4.45,20260610,78,-67,-165,-85.9,-2523.0,32.93,-15.28,,50.0,적자지속,적자지속,적자지속,적자지속,2025/12,B,72,30.91,-69,적자지속,-95.83,적자지속,-95,적자지속,322,11.42,125,197,17.26,157.78,294.83,,,,-30.93,-76.71,,적자지속,,27.96,,,4.0,2026/12(E),86000.0,-55.17,2.0,110,52.78,-24,-21.82,적자지속,적자지속,5,흑자전환,341,5.9,211,7.11,75.0,흑자전환,514.0,240.11,160.55,-1.76,,,,,20260821,,일반 목적용 기계 제조업,105.67,"베어링, 감속기",20221017,1.248
